,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
7575,0.25,177.0,0.99085,3.25,11.9,alta
7576,0.3535991918918885,151.5400050506757,0.9930320040405406,3.3166014646959523,11.619989898648605,alta
7577,0.24579958967993495,103.60501025800163,0.9923382464096995,3.2986513335402114,11.428517438602764,alta
7578,0.2201560159836603,110.37402490010213,0.9917372464740265,3.203428217033701,12.275585059938726,alta
7579,0.5693176386306216,44.942537989947084,0.9941719752565956,3.4591739836054893,12.694972074120368,alta
7580,0.3856550752123878,12.343449247876121,0.9959980161648178,3.3087860902548654,12.00910432308851,alta
7581,0.2725030257365554,130.27085854780464,0.9947449576396882,3.264993948526889,11.18960098346324,alta
7582,0.3256258101673173,96.0,0.9940996165201101,3.0796838542470724,11.620290220398775,alta
7583,0.24,128.0,0.992,3.55,11.2,alta
7584,0.332153195780591,113.0,0.9912050932149598,3.1796479846566945,12.489647984656694,alta
7585,0.28316417093617413,178.10547236453914,0.9918633496674942,3.2057811054184344,12.047396315271886,alta
7586,0.22835080834545285,82.7614054758442,0.9926850552281143,3.1431226988285688,11.114735071740217,alta
7587,0.17964783412124166,128.0,0.9924180836132369,3.2137182672969935,11.862817327030067,alta
7588,0.243847540634405,139.09618851586012,0.9905374954929382,3.2684573780967847,12.5,alta
7589,0.23404501064209682,96.40450106420968,0.9917909978715806,3.4351702766945174,10.821350319262905,alta
7590,0.3723486562981783,119.0,0.9905838985147819,3.266979402409995,12.353692538881832,alta
7591,0.24030188198764035,128.0,0.9920483011180224,3.5415473043460692,11.203018819876403,alta
7592,0.36562851359914644,85.56285135991465,0.9894755160784264,3.2017449968315814,12.962851359914646,alta
7593,0.23507442243804721,126.43382948292032,0.9919614398681311,3.346765896584063,12.460297689752188,alta
7594,0.24066324860985847,178.8673502780283,0.9918210221445748,3.053928220807028,11.33979491659151,alta
7595,0.26694396898669503,66.69614786783528,0.9898829334631717,3.348975486431679,11.9,alta
7596,0.18049664714539543,114.36069033675282,0.9924706232796607,3.3883585797948306,11.139309663247175,alta
7597,0.19,155.0,0.99807,2.94,8.8,alta
7598,0.4463592254602277,151.0,0.9926635922546023,3.1027669708579504,12.7,alta
7599,0.18,148.0,0.9912,3.32,11.5,alta
7600,0.39111652068189284,151.30552174573816,0.9928444173965906,3.2486013062640695,12.08895650852366,alta
7601,0.3434111147198562,103.05490737733453,0.991160398115068,3.283843516413417,12.005490737733453,alta
7602,0.3150582598101843,140.36903431379142,0.9912983016668235,3.152619313724172,12.407741421552146,alta
7603,0.29545466104887774,106.33884244977783,0.9911295022722135,3.3788430855466562,11.854546610488777,alta
7604,0.25284355171247314,118.28562367808316,0.9914429386897252,3.285718816095842,11.399873149316416,alta
7605,0.3616322458998326,137.78367754100168,0.9901182055270557,3.1887758155751253,12.804080614749582,alta
7606,0.23866340293756313,128.0,0.9932199265660951,3.3773390448592644,11.11336597062437,alta
7607,0.17399044868608055,111.0,0.9921362082130016,3.41,12.0012320912864,alta
7608,0.32945559352545084,123.99659745953407,0.9912366349539086,2.990408304855912,12.395236443347695,alta
7609,0.2841275451392684,138.34898194429263,0.9896605316943746,3.1847652708356105,12.417449097214632,alta
7610,0.18145010238131998,183.42598771424161,0.9907716008190506,3.238459467617136,12.48580040952528,alta
7611,0.24844820300568876,123.84482030056887,0.9909862156393173,3.2629302330625762,12.044820300568876,alta
7612,0.27793496316656313,112.25289975444376,0.9902528997544437,3.2405799508887507,12.625289975444375,alta
7613,0.3219286370351781,124.16142725929645,0.9910088446547639,3.0497280859396825,12.464570903718576,alta
7614,0.37,86.0,0.98934,3.04,13.4,alta
7615,0.4441001398653823,74.13640055946153,0.9889322841734332,3.010468207000766,12.972719888107694,alta
7616,0.24569388145968107,176.6232146277221,0.990823086759123,3.2569974426280184,11.894617351824602,alta
7617,0.19,155.0,0.99807,2.94,8.8,alta
7618,0.3220530464739462,150.0,0.9933842524250043,3.369734767630269,12.807956971091931,alta
7619,0.41106369445072255,86.34219745375601,0.9898396082824837,3.1974108287277696,13.605318472253613,alta
7620,0.2586328017199813,170.0,0.9922809288946138,3.4053236576342805,11.736690855914299,alta
7621,0.5871140754436875,18.634600838263196,0.9986051204470737,3.211474019559475,13.107680670610558,alta
7622,0.12,98.0,0.99564,3.19,9.8,alta
7623,0.25663156234857404,111.58421094128565,0.9910810515526574,3.2814735929171572,12.43368437651426,alta
7624,0.49756472919859507,128.92672202289728,0.9890094601811051,3.288038592175242,13.292672202289728,alta
7625,0.2575692153509466,124.0,0.9931464567587934,3.2497231385962135,11.518770618414806,alta
7626,0.24014677319813144,128.0,0.9920124757218411,3.5484588814196196,11.197798402028027,alta
7627,0.2928937185366393,124.0,0.9910305537371344,3.1245102703046825,12.307234296341598,alta
7628,0.16422478044849737,73.31589128891784,0.990713196653494,3.109980655105611,12.552519582190378,alta
7629,0.12,98.0,0.99564,3.19,9.8,alta
7630,0.39359454522444765,142.27189090448894,0.9902685406063674,3.15242703031837,12.121351515918509,alta
7631,0.18794665819954806,150.5837947415315,0.9925502768449189,3.4287569211229725,10.912430788770273,alta
7632,0.3900359035184413,122.0,0.9939288278822745,3.312099260013321,11.057296729364747,alta
7633,0.24134236780712373,178.73152643857526,0.9917503937480592,3.0681897239495988,11.380542068427426,alta
7634,0.20140747177448193,162.1653024830236,0.9948089039278413,3.199754446944246,10.573567607174768,alta
7635,0.155,59.0,0.98975,3.3,11.9,alta
7636,0.4203667219351592,108.00333383577417,0.9915468328560145,3.140400060292901,12.799666616422583,alta
7637,0.2922643409898693,96.22643409898693,0.9903296209310911,3.2309426360405227,12.6,alta
7638,0.3091860919261212,28.023310311345426,0.9985128011430079,2.9019755179947277,9.954642534036974,alta
7639,0.36,131.0,0.99352,3.09,11.7,alta
7640,0.5019062001726228,74.36762480069049,0.9890039636882141,3.0960211762554817,12.926475039861902,alta
7641,0.454923632133735,142.3769091966566,0.9933105303845831,3.1313072758996987,12.0,alta
7642,0.2,212.5,0.999,3.14,8.9,alta
7643,0.19,155.0,0.99807,2.94,8.8,alta
7644,0.30593928945433274,113.86464298181109,0.9909663249389126,3.258039324361438,12.3,alta
7645,0.3456370117518899,161.64196552021411,0.9936078264345025,3.3177768968192702,11.478185058759449,alta
7646,0.4090601320580735,141.35852770587445,0.9936532959399812,3.132829445882511,12.160368073531385,alta
7647,0.28356116134583925,138.5755354616643,0.9897647463123656,3.181366968075036,12.428776773083214,alta
7648,0.23492358688583495,115.85076413114164,0.9926929036983383,3.2110458478684993,11.723853803287524,alta
7649,0.4185773101364244,150.89525770045475,0.9926476288502274,3.106659804840838,12.521938090773071,alta
7650,0.22162123424306387,122.0810617121532,0.9922573027205972,3.0689167883368516,12.394619774200848,alta
7651,0.26132054781754194,123.91320547817541,0.9966684449266301,3.192188493035788,10.45207671309475,alta
7652,0.31576994256838253,138.0528757178952,0.9916486641672415,3.270528757178952,12.405287571789522,alta
7653,0.37,86.0,0.98934,3.04,13.4,alta
7654,0.2416135037371175,123.05378345790392,0.9922689172895196,3.1716135037371176,11.156973233676865,alta
7655,0.36790802827552127,85.79080282755213,0.9894048511234589,3.117402953805713,13.190802827552128,alta
7656,0.3256534554325221,124.08693089134955,0.9911109046788511,3.0221644297993366,12.434772356539824,alta
7657,0.36929519413446926,140.93994941194177,0.9926570796004214,3.1412010117611646,12.265012647014554,alta
7658,0.16796663115851976,128.0,0.9943875203408782,3.073119914780447,10.643733049268159,alta
7659,0.3047524135643914,115.38118966089021,0.9900470320777709,3.0951977576486636,12.73316723737685,alta
7660,0.28427043553334264,161.04774637055547,0.9941467914431443,3.255702826650007,11.161802903555618,alta
7661,0.2523832176476244,147.09520977940468,0.9932810175073692,3.32,9.780898580868921,alta
7662,0.26845985290011964,93.0,0.989748996862401,3.131869656899892,12.425286764999145,alta
7663,0.25781531901922733,86.39942287193509,0.9897130503730781,2.9640230851225966,12.078730318257188,alta
7664,0.19,155.0,0.99807,2.94,8.8,alta
7665,0.37357217217901184,16.0,0.9959836759155629,3.1782866066148143,11.707165165370355,alta
7666,0.290687575417993,155.0,0.9899483956645301,3.268624849164014,12.85874547492042,alta
7667,0.17661531744603207,143.67693651079358,1.000203080953238,3.253538730215872,8.60154047661904,alta
7668,0.25731453141041427,177.73145314104144,0.9912522992275727,3.3597179711562144,12.192581256416572,alta
7669,0.3651270728123711,113.0,0.9908660688536051,3.386173395817288,12.73826604182712,alta
7670,0.2584238121263913,177.84238121263914,0.9913133096669515,3.3763571818958695,12.236952485055653,alta
7671,0.3121171020496425,95.79893543591234,0.9906314903897226,3.2339680630773704,12.539680630773702,alta
7672,0.12,73.0,0.98896,3.17,12.9,alta
7673,0.19,155.0,0.99807,2.94,8.8,alta
7674,0.34469656116057895,124.4898853720193,0.9914112575876471,2.9948988537201933,12.4,alta
7675,0.42230197553627935,49.92326748212402,0.9917379058638307,3.7160099090704493,13.980049545352246,alta
7676,0.3080697045756178,113.96139409151236,0.9908768364549074,3.302702413594135,12.323163545092587,alta
7677,0.19705593250337833,163.3527966251689,0.9931500101480923,3.2105838987550674,11.21167797510135,alta
7678,0.2524057195732865,179.78945488193642,0.9920264629153062,3.051277926884806,11.424057195732866,alta
7679,0.4372875646481324,119.0,0.9894474676186577,3.356270401391182,12.110171632569504,alta
7680,0.155,59.0,0.98975,3.3,11.9,alta
7681,0.235568181540984,96.5568181540984,0.9914863636918032,3.474772720065584,10.86704544622952,alta
7682,0.2,212.5,0.999,3.14,8.9,alta
7683,0.30170842719091934,151.8723033694652,0.9933106123586256,3.401475280396769,10.955393261069638,alta
7684,0.4158075973960801,109.0,0.9902003265908862,3.336128268402613,12.795160335503267,alta
7685,0.33157439757143004,88.98032003035712,0.9903544279931696,3.262361596357145,12.415743975714301,alta
7686,0.24407188788369769,111.0,0.9905621813828193,3.2481671027603944,12.007888598159736,alta
7687,0.7555602964310867,88.1816148145556,0.992027689630161,3.5055155556333193,12.8091925927222,alta
7688,0.5913588395521066,18.283970988802665,0.9964908064388885,3.212839709888027,13.2925956483204,alta
7689,0.2948145471933738,96.48145471933738,0.9903066690752597,3.220741811226505,12.6,alta
7690,0.3563164190166439,14.361865713124145,0.99624721339163,3.220920895245839,12.554604476229194,alta
7691,0.15447195420397772,128.0,0.99197621885285,3.2040547132125012,12.04889195195454,alta
7692,0.2945649871389047,113.0,0.9913383605001439,3.042963589596017,12.352963589596017,alta
7693,0.1415642447317519,96.56238368454987,0.9935985848320609,3.146871510536496,10.231284894635039,alta
7694,0.16584551855878277,92.94154481441217,0.9889230063635348,3.2294154481441217,13.164926888647303,alta
7695,0.28,110.12491597933764,0.9917599193401642,3.121222273181424,12.462525206198706,alta
7696,0.2,212.5,0.999,3.14,8.9,alta
7697,0.24748259253724422,177.50348149255115,0.9911118103761266,3.197134443282129,11.748955552234655,alta
7698,0.36,131.0,0.99352,3.09,11.7,alta
7699,0.26166915013965336,75.0,0.990569262296395,3.3382985593720904,11.389244906744606,alta
7700,0.21,118.0,0.9917,3.3,11.0,alta
7701,0.3825080878893726,119.0,0.990406108461936,3.2809486208478873,12.315594670414853,alta
7702,0.2,212.5,0.999,3.14,8.9,alta
7703,0.2977639943660295,126.62939990610049,0.9905075763718421,3.2969359586842164,12.169979840370837,alta
7704,0.19490984838475517,128.0,0.9924845809511227,3.3311452377806594,11.586744589888513,alta
7705,0.27657367124939686,125.0311484431873,0.9899951842434328,3.3568851556812698,12.78131093408762,alta
7706,0.21428142238648637,118.0,0.9889727163478929,3.519330360372481,12.858464968800984,alta
7707,0.27144959346994685,92.10408721336316,0.9902953896525435,3.2012643015946325,12.506321507973162,alta
7708,0.3477301717824452,15.773017178244519,0.9972302643762341,3.1560528752468127,11.121057504936257,alta
7709,0.2551009359882901,177.510093598829,0.9911305514793559,3.326514039824351,12.104037439531604,alta
7710,0.3211307918447166,19.46525904855027,0.9956216825003863,3.181696187767075,11.594346040776417,alta
7711,0.29319378862156653,96.0,0.9936439342945812,3.1295228437148186,11.050146305374703,alta
7712,0.14214964476236272,64.14014209505491,0.9894599491246362,3.252270109117347,12.267153006789638,alta
7713,0.16036460990077503,149.309026006615,0.9918545130033075,3.38545130033075,11.17274349834625,alta
7714,0.22946366639467955,159.486591659867,0.99432701125102,3.078390999184039,9.383909991840387,alta
7715,0.3087268617481328,130.35908577185165,0.9928662674872887,3.307910837570436,11.05908577185166,alta
7716,0.17,145.0,1.0006,3.28,8.8,alta
7717,0.32048671896058756,124.64078835418717,0.9913126306833497,3.1005792608275953,12.328157670837433,alta
7718,0.2498136633749402,177.03726732501195,0.9908693790090062,3.2460869308737443,11.888819802496412,alta
7719,0.28,110.0,0.99164,3.08,12.5,alta
7720,0.3531596097549108,118.95439739836607,0.9908410423414705,3.2522801300816964,12.3361563577125,alta
7721,0.24680448545430825,128.0,0.9930887176726894,3.359474407279369,11.268044854543083,alta
7722,0.39298007057348616,15.699145881720835,0.9947583928944084,3.212005694121861,12.249288234767363,alta
7723,0.24803880647876056,89.745101759284,0.9933676621251001,3.073724560179001,10.98430665736041,alta
7724,0.32018947207125165,124.19621055857496,0.9909611915347524,3.062597906672738,12.478484223429987,alta
7725,0.29992156631455097,140.2097006980479,0.990919087661354,3.155805986039042,12.447574825488024,alta
7726,0.2956620123704267,130.19577515463033,0.992699690657723,3.363436447425687,10.895775154630332,alta
7727,0.2076402256466206,118.0,0.9889558114834641,3.487935612147661,12.894689678291162,alta
7728,0.26781200806522676,96.0,0.9930122099785123,3.177466206987905,10.739924543019438,alta
7729,0.2555556467591647,128.44443532408354,0.9940333264930626,3.3377778233795823,10.922221766204176,alta
7730,0.1348102188746689,114.0,0.9910946553123614,3.4070604217988136,11.521378750554083,alta
7731,0.23970800400493258,127.47230585879451,0.9904002408733282,3.3324774181254813,12.469385898843841,alta
7732,0.3034505718054703,100.17252859027352,0.9906207700131915,3.310351715416411,11.920770013191461,alta
7733,0.5423543275071288,74.56427528706344,0.9891477130344476,3.2951420229650754,12.82178623564683,alta
7734,0.36182886327475355,85.18288632747536,0.9895933052384827,3.3423320588341188,12.582886327475356,alta
7735,0.22862778220759145,122.34858019769342,0.9930627444355848,3.3445111288303657,10.674290098846715,alta
7736,0.2582524879255873,128.0,0.9936825248792559,3.3277674154791113,10.969900482976508,alta
7737,0.2936170352366557,140.14333721301742,0.9907611425669814,3.1571332557396516,12.464165696745644,alta
7738,0.2,212.5,0.999,3.14,8.9,alta
7739,0.12120882690011317,72.51646923995473,0.9889872849500311,3.1744899284861345,12.865462088568195,alta
7740,0.2895207923883076,124.0,0.9951227504653244,3.1316772266409236,11.050693079610252,alta
7741,0.16496317227642973,150.0515971457808,0.9922206388583122,3.406584742096994,11.087715147827346,alta
7742,0.30881816407186446,112.4587877604791,0.9904587877604791,3.281757552095819,12.645878776047908,alta
7743,0.3033431699076906,74.10835792476922,0.9939346194194754,3.0179252736692295,11.908357924769227,alta
7744,0.21278570051116513,104.0,0.9915114280204466,3.263928502555826,11.239285025558257,alta
7745,0.19,155.0,0.99807,2.94,8.8,alta
7746,0.22603453157163195,97.11637890356974,0.9911865496739914,3.5434484385721063,10.86034531571632,alta
7747,0.2,212.5,0.999,3.14,8.9,alta
7748,0.22,121.7540894741862,0.9921521265265768,3.050163578967448,12.35245368451172,alta
7749,0.18585233867757922,160.81107459918155,0.9948105102424811,3.110553729959078,9.765906452896832,alta
7750,0.26295633545977454,97.0,0.9904699140990613,3.4407838195114655,11.612168945593988,alta
7751,0.26808228843878534,113.0,0.9907404847199138,3.2164365196630786,12.65753134683644,alta
7752,0.19,155.0,0.99807,2.94,8.8,alta
7753,0.19356801864170653,155.7136037283413,0.9974152685792469,2.954272074566826,8.8,alta
7754,0.66,75.0,0.9892,3.33,12.8,alta
7755,0.3223824970174356,101.15883313449571,0.9911920583432752,3.3536466746201716,12.460291716376073,alta
7756,0.25,177.0,0.99085,3.25,11.9,alta
7757,0.4376733290597472,118.9898840393902,0.9894232667094025,3.359393042363412,12.088872443329226,alta
7758,0.35128853009455574,119.0,0.989534300167884,3.397604843723497,12.830672048581663,alta
7759,0.25,177.0,0.99085,3.25,11.9,alta
7760,0.2725481366880735,104.85096273376146,0.9894769192519632,3.0351437885082566,12.950962733761468,alta
7761,0.40526496618919705,136.13162415472993,0.9914291277968443,3.1126324830945986,12.392136908310949,alta
7762,0.12,98.0,0.99564,3.19,9.8,alta
7763,0.38394972398768173,95.14591160011199,0.9915457237598432,3.2143773480033597,12.343773480033596,alta
7764,0.34652944367066657,137.93470556329333,0.9901718204749692,3.200102917247,12.766323609176666,alta
7765,0.30681263687526655,151.8324210195296,0.9932659368156236,3.4014020956635798,11.03515796094083,alta
7766,0.25642709776996986,151.63733996569184,0.993182403979415,3.444560099485378,10.754399005146222,alta
7767,0.31990636277707957,128.0,0.9904176700554448,3.194471220073081,12.591834208038915,alta
7768,0.45507008170487334,87.0,0.9888963194529157,3.010981143868227,13.4760512255731,alta
7769,0.31908176759268764,138.0,0.9916520201822812,3.267901183069,12.4,alta
7770,0.2498912911931559,123.98912911931559,0.9908130450568213,3.278804203124715,12.18912911931559,alta
7771,0.2795014529466498,124.26819502678772,0.9910145560214302,3.2049053924994366,12.253639005357545,alta
7772,0.2,212.5,0.999,3.14,8.9,alta
7773,0.13489319202476152,98.49643973415871,0.9950095215376183,3.2247507813911103,10.64394754806982,alta
7774,0.25,177.0,0.99085,3.25,11.9,alta
7775,0.27237202647439457,129.88264656114453,0.9926208740420212,3.406529312228906,10.688264656114452,alta
7776,0.2369616585584266,179.10127804805245,0.9917998625372334,3.0450639024026223,11.431661462468181,alta
7777,0.2689719786829746,126.14953297804958,0.9924078494069237,3.0857945103418136,11.35420606268428,alta
7778,0.25098765724466937,103.47530856888326,0.9923836420008909,3.2817901139548247,11.208024567101553,alta
7779,0.20137856897930828,128.0,0.9919656698390927,3.395514275917233,11.586214310206916,alta
7780,0.2,212.5,0.999,3.14,8.9,alta
7781,0.15982907251805062,150.1512165002777,0.9922907299001666,3.4222682475041655,10.977317524958345,alta
7782,0.4238577976669275,87.43570337221787,0.9889968834169685,3.00971253955486,13.182148313891062,alta
7783,0.173099527919452,113.66846516985036,0.9908347721358802,3.396738606794015,11.964148762209483,alta
7784,0.2324775520346156,116.0,0.9927900122066962,3.172169383867307,11.66636736046154,alta
7785,0.23303094313622788,96.0,0.9925151335921857,3.2996905686377214,10.609071705913163,alta
7786,0.2,212.5,0.999,3.14,8.9,alta
7787,0.32110921254560887,111.0,0.9907324672014994,3.233817660518819,12.141272553506273,alta
7788,0.19519331207233226,73.25928728300804,0.9889418498901894,3.1155496705683112,12.925928728300805,alta
7789,0.24729486332761783,177.54102733447644,0.9911313342139277,3.193192129879974,11.73769179965707,alta
7790,0.25183577986738404,126.0,0.9903874495575629,3.354733025437254,12.569559623870871,alta
7791,0.25986882074755124,128.0,0.9936986882074755,3.3390817452328583,10.905247170097951,alta
7792,0.21908239704105192,186.44893882447724,0.9935193882646941,3.2267340823671584,11.332659176328415,alta
7793,0.29545137605408195,154.93501965791546,0.9924298212305487,3.248700393158309,12.293501965791545,alta
7794,0.3067843777263134,114.0,0.9909035729136374,3.3019651025005863,12.285708345450283,alta
7795,0.22261114817058902,104.0,0.9919044459268235,3.313055740852945,11.730557408529451,alta
7796,0.2668157973194064,124.56052657731355,0.9902731050173252,3.3248421261850836,12.536315946388127,alta
7797,0.2,212.5,0.999,3.14,8.9,alta
7798,0.2,212.5,0.999,3.14,8.9,alta
7799,0.42251692269260804,108.02288111538735,0.9915282629403821,3.1427457338464815,12.797711888461267,alta
7800,0.18535960950949254,171.34396583208058,0.9904459975594343,3.3550406345470747,11.819199511886866,alta
7801,0.19,155.0,0.99807,2.94,8.8,alta
7802,0.27898017238076456,125.03399425397451,0.9898579603447615,3.362379597778216,12.803399425397453,alta
7803,0.2335181763695075,161.47068186358743,0.9945612682263156,3.2176386322771307,10.82345450913005,alta
7804,0.35878839768342174,127.18470665563534,0.988951340805295,3.411976269534811,12.873882662254138,alta
7805,0.15,107.0,0.99347,3.24,10.4,alta
7806,0.16701549237133897,148.86563384191072,0.9916328169209553,3.3632816920955366,11.283591539522316,alta
7807,0.3633008698229625,105.93909881657238,0.9899842020532506,3.4262485384632306,12.6,alta
7808,0.36675516632056443,32.531955647849486,0.9958590556964315,3.2829793347177425,11.96224168397178,alta
7809,0.2519450082898284,178.4027495855086,0.9915973472968992,3.2550101492169112,11.89725041449142,alta
7810,0.19,155.0,0.99807,2.94,8.8,alta
7811,0.44158610029881656,151.0,0.9926158610029882,3.1457250973106508,12.7,alta
7812,0.24726991497033352,112.36349574851667,0.990109048724555,3.255429234733002,12.709048724555002,alta
7813,0.13592259790907507,98.53075326363583,0.9949659433551825,3.2271527284545085,10.702280548180921,alta
7814,0.12473160699011386,98.1577202330038,0.9954396953040852,3.2010404163102657,10.068124396106453,alta
7815,0.40902571262763765,127.42393196489351,0.9888365126568511,3.349777689127687,12.969572785957405,alta
7816,0.21817061667096446,123.60213270838706,0.9917469241540388,3.2123625604257993,11.722559250064467,alta
7817,0.27625912288460425,160.6564780721151,0.9941515282891827,3.2187773686538126,10.787773686538127,alta
7818,0.24842573196107592,105.06481332277751,0.9899954630674056,3.150740263288802,12.787037335444499,alta
7819,0.27805600816115494,128.0,0.9907877152962593,3.1933698949516094,12.470688444677027,alta
7820,0.49374174134853877,128.0,0.988880599339655,3.1990458352986457,13.095041882851033,alta
7821,0.19,155.0,0.99807,2.94,8.8,alta
7822,0.26252582753465775,123.75086091782192,0.9957543045891096,3.192525827534658,10.59931126574246,alta
7823,0.19433628239753303,155.0,0.9978504264276886,2.9522204322112295,8.93797262173969,alta
7824,0.25981195024119436,126.0,0.9930025073301174,3.020501466023482,11.102298385940957,alta
7825,0.20089994984886722,128.0,0.9919652443998657,3.393599799395469,11.591000501511328,alta
7826,0.4472244211555142,86.64353684296262,0.9902795637907255,3.3360269477628046,13.78612210577757,alta
7827,0.3361245391120913,103.0,0.9913514927285934,3.2695934043340684,11.722490782241826,alta
7828,0.26165406657126433,128.0,0.9933902268017173,3.267086483357184,11.379081166019294,alta
7829,0.3392119671721759,137.8399002735652,0.9914106135115669,3.247586038299128,12.49605983586088,alta
7830,0.40041685710071406,108.9128805190974,0.9902557939483853,3.341742389618052,12.8,alta
7831,0.19,155.0,0.99807,2.94,8.8,alta
7832,0.6320882351167662,75.21470588371719,0.98962511764976,3.2763235290707042,12.735588234884846,alta
7833,0.32805064564839,13.0,0.9963118966962576,3.23,10.506832131418616,alta
7834,0.2349672896142489,178.12745327893134,0.9909063726639465,3.1898691584569954,12.163072431750644,alta
7835,0.23,96.0,0.9926,3.33,10.7,alta
7836,0.24126919037770606,178.7461619244588,0.9917580042007186,3.0666529979318278,11.376151422662366,alta
7837,0.37,93.0,0.9906,3.04,11.7,alta
7838,0.3659541553801919,26.893123307028784,0.995014962737016,3.215954155380192,11.370229223099042,alta
7839,0.29161757775689745,140.12229029217787,0.9907110508953832,3.1575541941564427,12.469427426955534,alta
7840,0.17791087361255928,143.41782527748813,1.0001253475832463,3.248356505549763,8.562673791623222,alta
7841,0.238159875140036,161.4320010404997,0.9945233610196896,3.221119906355027,10.85439916760024,alta
7842,0.25,177.0,0.99085,3.25,11.9,alta
7843,0.25,177.0,0.99085,3.25,11.9,alta
7844,0.36,131.0,0.99352,3.09,11.7,alta
7845,0.2382178487472267,96.0,0.9923699002350777,3.2478215125277328,10.453464537583198,alta
7846,0.35828402028553236,130.97855025356915,0.9934981212586405,3.0972929137864873,11.678550253569155,alta
7847,0.21,118.0,0.9917,3.3,11.0,alta
7848,0.1979269527843012,113.54715364810465,0.9912313254420496,3.219804532203957,11.862277081516273,alta
7849,0.22,122.0,0.99228,3.06,12.5,alta
7850,0.29085279217523907,113.36175973917463,0.9912127377278044,3.102145519144137,12.3,alta
7851,0.4248893608694602,75.69968388819846,0.9910808956831054,3.158082189068401,12.07955744347784,alta
7852,0.24505746078218768,112.25287303910939,0.9900758619117328,3.235517147039689,12.675861911732815,alta
7853,0.34264913162090094,95.0,0.991058771112694,3.2160369335135894,12.330184667567947,alta
7854,0.2,212.5,0.999,3.14,8.9,alta
7855,0.40548623999564587,119.0,0.9895725688000218,3.3254862399956457,12.358853200032655,alta
7856,0.19,155.0,0.99807,2.94,8.8,alta
7857,0.3643033473271158,85.43033473271157,0.9895165962328595,3.2507761488967164,12.830334732711579,alta
7858,0.26533113466179054,123.0662269323581,0.9951324538647162,3.3260593641316563,10.446688653382095,alta
7859,0.42772513774478493,86.72156422180981,0.988820473760297,2.9678435778190186,13.4,alta
7860,0.44761140582061537,151.0,0.9926761140582062,3.0914973476144616,12.7,alta
7861,0.33430105300177126,110.77572932859674,0.9899178808905152,3.103271879857902,12.189708268561306,alta
7862,0.19,155.0,0.99807,2.94,8.8,alta
7863,0.1679474669347394,97.60043777554384,0.993626206388741,3.3498248897824645,10.279474669347394,alta
7864,0.2673582200409121,130.0,0.9933533201472384,3.3983955501022804,10.79481334969316,alta
7865,0.5163402185680238,127.9349534217525,0.9885912223575588,3.2169121103443516,13.173981368700996,alta
7866,0.2673602777903631,116.0,0.9914760962032296,3.0384522684702753,12.131470370538175,alta
7867,0.3331177742021028,143.74524789075306,0.9940878365530084,3.1984411128989483,10.80760337479511,alta
7868,0.35,16.0,0.9972,3.15,11.0,alta
7869,0.4055558193784118,119.0,0.9900027731608778,3.312639251645316,12.229165677330956,alta
7870,0.32496489477797125,13.0,0.9968056168355246,3.23,11.309127357727478,alta
7871,0.1717935246866328,96.0,0.9927455161882834,3.184483811716582,10.481725717574873,alta
7872,0.36791890144697326,127.22818524498558,0.988930471082407,3.4006718363037476,12.891274097994236,alta
7873,0.17445066586999736,107.09055802174073,0.9932961285982578,3.2309441978259272,10.617339252177755,alta
7874,0.4161784411302164,137.15368747657925,0.9897877462579631,3.139221248594755,12.907787514052451,alta
7875,0.24741636551164808,153.30334537953408,0.9921096880742613,3.3066320082512517,11.677509034650557,alta
7876,0.29138140026952114,115.35635667115868,0.9935921710168476,3.2145844649596995,11.105806340969766,alta
7877,0.15,128.0,0.99192,3.19,12.1,alta
7878,0.26201362004268136,138.77986379957318,0.9904718516488485,3.2634897849679887,12.555034050106704,alta
7879,0.15849678484593444,96.0,0.9927787580378852,3.151241962114836,10.431862943172254,alta
7880,0.26048402275668414,139.5121005689171,0.9904834269260407,3.2185479317299475,12.5,alta
7881,0.27984645570149547,112.99616139253739,0.991384664335627,2.990767721492523,12.301151582238784,alta
7882,0.22,121.41752928586163,0.9919771152286481,3.0367011714344656,12.150517571516982,alta
7883,0.2861712018209898,118.68336001071171,0.9890855088035349,3.474006402570809,13.03166399892883,alta
7884,0.29963449731806485,115.20365502681935,0.9902338891019136,3.1722193016091613,12.694517459770973,alta
7885,0.29948909617822855,180.0,0.9927897819235646,3.117535106516378,12.393486701127165,alta
7886,0.31629939396224044,113.921257575472,0.9909078742424529,3.3070868182075204,12.331496969811203,alta
7887,0.35769449935822156,16.423055006417783,0.9953730379114236,3.1846166996149328,12.161555994865772,alta
7888,0.28,140.0,0.99042,3.16,12.5,alta
7889,0.1965429697384569,126.17695313158971,0.9932869218409971,3.295390626317942,12.306171878953828,alta
7890,0.17,162.0,0.99508,3.17,10.4,alta
7891,0.19,155.0,0.99807,2.94,8.8,alta
7892,0.2829132800150776,161.05905599987435,0.9941578748798768,3.254684960011308,11.152755200100517,alta
7893,0.24,129.78349456210213,0.9948535912993633,3.3538155981687647,11.021650543789786,alta
7894,0.27655160629704106,114.83620984257398,0.994244839370296,3.341810492128699,10.794822283366848,alta
7895,0.2,212.5,0.999,3.14,8.9,alta
7896,0.21885389905666633,159.22134747641667,0.9943667978785374,3.046561697169999,9.06561697169999,alta
